IDLOCAL;LOCAL
203706;2.C1.01.22.06.05
203709;2.C1.01.23.01.01
203710;2.C1.01.23.01.02
203712;2.C1.01.23.01.04
203713;2.C1.01.23.01.05
203715;2.C1.01.23.02.01
203716;2.C1.01.23.02.02
203718;2.C1.01.23.02.04
203719;2.C1.01.23.02.05
203721;2.C1.01.23.03.01
203722;2.C1.01.23.03.02
203724;2.C1.01.23.03.04
203725;2.C1.01.23.03.05
203727;2.C1.01.23.04.01
203728;2.C1.01.23.04.02
203730;2.C1.01.23.04.04
203731;2.C1.01.23.04.05
203733;2.C1.01.23.05.01
203734;2.C1.01.23.05.02
203736;2.C1.01.23.05.04
203737;2.C1.01.23.05.05
203739;2.C1.01.23.06.01
203740;2.C1.01.23.06.02
203742;2.C1.01.23.06.04
203743;2.C1.01.23.06.05
203746;2.C1.01.24.01.01
203747;2.C1.01.24.01.02
203749;2.C1.01.24.01.04
203750;2.C1.01.24.01.05
203752;2.C1.01.24.02.01
203753;2.C1.01.24.02.02
203755;2.C1.01.24.02.04
203756;2.C1.01.24.02.05
203758;2.C1.01.24.03.01
203759;2.C1.01.24.03.02
203761;2.C1.01.24.03.04
203762;2.C1.01.24.03.05
203764;2.C1.01.24.04.01
203765;2.C1.01.24.04.02
203767;2.C1.01.24.04.04
203768;2.C1.01.24.04.05
203770;2.C1.01.24.05.01
203771;2.C1.01.24.05.02
203773;2.C1.01.24.05.04
203774;2.C1.01.24.05.05
203776;2.C1.01.24.06.01
203777;2.C1.01.24.06.02
203779;2.C1.01.24.06.04
203780;2.C1.01.24.06.05
203783;2.C1.01.25.01.01
203784;2.C1.01.25.01.02
203786;2.C1.01.25.01.04
203787;2.C1.01.25.01.05
203789;2.C1.01.25.02.01
203790;2.C1.01.25.02.02
203792;2.C1.01.25.02.04
203793;2.C1.01.25.02.05
203795;2.C1.01.25.03.01
200385;1.C1.07.11.02.05
200387;1.C1.07.11.03.01
200388;1.C1.07.11.03.02
200390;1.C1.07.11.03.04
200391;1.C1.07.11.03.05
200393;1.C1.07.11.04.01
200394;1.C1.07.11.04.02
200396;1.C1.07.11.04.04
200397;1.C1.07.11.04.05
200399;1.C1.07.11.05.01
200400;1.C1.07.11.05.02
200402;1.C1.07.11.05.04
200403;1.C1.07.11.05.05
200405;1.C1.07.11.06.01
200406;1.C1.07.11.06.02
200408;1.C1.07.11.06.04
200409;1.C1.07.11.06.05
200412;1.C1.07.12.01.01
200413;1.C1.07.12.01.02
200415;1.C1.07.12.01.04
200416;1.C1.07.12.01.05
200418;1.C1.07.12.02.01
200419;1.C1.07.12.02.02
200421;1.C1.07.12.02.04
200422;1.C1.07.12.02.05
200424;1.C1.07.12.03.01
200425;1.C1.07.12.03.02
200427;1.C1.07.12.03.04
200428;1.C1.07.12.03.05
200430;1.C1.07.12.04.01
200431;1.C1.07.12.04.02
200433;1.C1.07.12.04.04
200434;1.C1.07.12.04.05
200436;1.C1.07.12.05.01
200437;1.C1.07.12.05.02
200439;1.C1.07.12.05.04
200440;1.C1.07.12.05.05
200442;1.C1.07.12.06.01
200443;1.C1.07.12.06.02
200445;1.C1.07.12.06.04
200446;1.C1.07.12.06.05
200449;1.C1.07.13.01.01
200450;1.C1.07.13.01.02
200452;1.C1.07.13.01.04
200453;1.C1.07.13.01.05
200455;1.C1.07.13.02.01
200456;1.C1.07.13.02.02
200458;1.C1.07.13.02.04
200459;1.C1.07.13.02.05
200461;1.C1.07.13.03.01
200462;1.C1.07.13.03.02
200464;1.C1.07.13.03.04
200465;1.C1.07.13.03.05
200467;1.C1.07.13.04.01
200468;1.C1.07.13.04.02
200470;1.C1.07.13.04.04
200471;1.C1.07.13.04.05
200473;1.C1.07.13.05.01
200474;1.C1.07.13.05.02
200476;1.C1.07.13.05.04
200477;1.C1.07.13.05.05
200479;1.C1.07.13.06.01
200480;1.C1.07.13.06.02
200482;1.C1.07.13.06.04
200483;1.C1.07.13.06.05
200486;1.C1.07.14.01.01
200487;1.C1.07.14.01.02
200489;1.C1.07.14.01.04
200490;1.C1.07.14.01.05
200492;1.C1.07.14.02.01
200493;1.C1.07.14.02.02
200495;1.C1.07.14.02.04
200496;1.C1.07.14.02.05
200498;1.C1.07.14.03.01
200499;1.C1.07.14.03.02
200501;1.C1.07.14.03.04
200502;1.C1.07.14.03.05
200504;1.C1.07.14.04.01
200505;1.C1.07.14.04.02
200507;1.C1.07.14.04.04
200508;1.C1.07.14.04.05
200510;1.C1.07.14.05.01
200511;1.C1.07.14.05.02
200513;1.C1.07.14.05.04
200514;1.C1.07.14.05.05
200516;1.C1.07.14.06.01
200517;1.C1.07.14.06.02
200519;1.C1.07.14.06.04
200520;1.C1.07.14.06.05
200523;1.C1.07.15.01.01
200524;1.C1.07.15.01.02
200526;1.C1.07.15.01.04
200527;1.C1.07.15.01.05
200529;1.C1.07.15.02.01
200530;1.C1.07.15.02.02
200532;1.C1.07.15.02.04
200533;1.C1.07.15.02.05
200535;1.C1.07.15.03.01
200536;1.C1.07.15.03.02
200538;1.C1.07.15.03.04
200539;1.C1.07.15.03.05
200541;1.C1.07.15.04.01
200542;1.C1.07.15.04.02
200544;1.C1.07.15.04.04
200545;1.C1.07.15.04.05
200547;1.C1.07.15.05.01
200548;1.C1.07.15.05.02
200550;1.C1.07.15.05.04
200551;1.C1.07.15.05.05
200553;1.C1.07.15.06.01
200554;1.C1.07.15.06.02
200556;1.C1.07.15.06.04
200557;1.C1.07.15.06.05
200560;1.C1.07.16.01.01
200561;1.C1.07.16.01.02
200563;1.C1.07.16.01.04
200564;1.C1.07.16.01.05
200566;1.C1.07.16.02.01
200567;1.C1.07.16.02.02
200569;1.C1.07.16.02.04
200570;1.C1.07.16.02.05
200572;1.C1.07.16.03.01
200573;1.C1.07.16.03.02
200575;1.C1.07.16.03.04
200576;1.C1.07.16.03.05
200578;1.C1.07.16.04.01
200579;1.C1.07.16.04.02
200581;1.C1.07.16.04.04
200582;1.C1.07.16.04.05
200584;1.C1.07.16.05.01
200585;1.C1.07.16.05.02
200587;1.C1.07.16.05.04
200588;1.C1.07.16.05.05
200590;1.C1.07.16.06.01
200591;1.C1.07.16.06.02
200593;1.C1.07.16.06.04
200594;1.C1.07.16.06.05
200597;1.C1.07.17.01.01
200598;1.C1.07.17.01.02
200600;1.C1.07.17.01.04
200601;1.C1.07.17.01.05
200603;1.C1.07.17.02.01
200604;1.C1.07.17.02.02
200606;1.C1.07.17.02.04
200607;1.C1.07.17.02.05
200609;1.C1.07.17.03.01
200610;1.C1.07.17.03.02
200612;1.C1.07.17.03.04
200613;1.C1.07.17.03.05
200615;1.C1.07.17.04.01
200616;1.C1.07.17.04.02
200618;1.C1.07.17.04.04
200619;1.C1.07.17.04.05
200621;1.C1.07.17.05.01
200622;1.C1.07.17.05.02
200624;1.C1.07.17.05.04
200625;1.C1.07.17.05.05
200627;1.C1.07.17.06.01
200628;1.C1.07.17.06.02
200630;1.C1.07.17.06.04
200631;1.C1.07.17.06.05
200634;1.C1.07.18.01.01
200635;1.C1.07.18.01.02
200637;1.C1.07.18.01.04
200638;1.C1.07.18.01.05
200640;1.C1.07.18.02.01
200641;1.C1.07.18.02.02
200643;1.C1.07.18.02.04
200644;1.C1.07.18.02.05
200646;1.C1.07.18.03.01
200647;1.C1.07.18.03.02
200649;1.C1.07.18.03.04
200650;1.C1.07.18.03.05
200652;1.C1.07.18.04.01
200653;1.C1.07.18.04.02
200655;1.C1.07.18.04.04
200656;1.C1.07.18.04.05
200658;1.C1.07.18.05.01
200659;1.C1.07.18.05.02
200661;1.C1.07.18.05.04
200662;1.C1.07.18.05.05
200664;1.C1.07.18.06.01
200665;1.C1.07.18.06.02
200667;1.C1.07.18.06.04
200668;1.C1.07.18.06.05
200671;1.C1.07.19.01.01
200672;1.C1.07.19.01.02
200674;1.C1.07.19.01.04
200675;1.C1.07.19.01.05
200677;1.C1.07.19.02.01
200678;1.C1.07.19.02.02
200680;1.C1.07.19.02.04
200681;1.C1.07.19.02.05
200683;1.C1.07.19.03.01
200684;1.C1.07.19.03.02
200686;1.C1.07.19.03.04
200687;1.C1.07.19.03.05
200689;1.C1.07.19.04.01
200690;1.C1.07.19.04.02
200692;1.C1.07.19.04.04
200693;1.C1.07.19.04.05
200695;1.C1.07.19.05.01
200696;1.C1.07.19.05.02
200698;1.C1.07.19.05.04
200699;1.C1.07.19.05.05
200701;1.C1.07.19.06.01
200702;1.C1.07.19.06.02
200704;1.C1.07.19.06.04
200705;1.C1.07.19.06.05
200708;1.C1.07.20.01.01
200709;1.C1.07.20.01.02
200711;1.C1.07.20.01.04
200712;1.C1.07.20.01.05
200714;1.C1.07.20.02.01
200715;1.C1.07.20.02.02
200717;1.C1.07.20.02.04
200718;1.C1.07.20.02.05
200720;1.C1.07.20.03.01
200721;1.C1.07.20.03.02
200723;1.C1.07.20.03.04
200724;1.C1.07.20.03.05
200726;1.C1.07.20.04.01
200727;1.C1.07.20.04.02
200729;1.C1.07.20.04.04
200730;1.C1.07.20.04.05
200732;1.C1.07.20.05.01
165144;1.B1.09.31.05.04
165145;1.B1.09.31.05.05
165147;1.B1.09.31.06.01
165148;1.B1.09.31.06.02
165150;1.B1.09.31.06.04
165151;1.B1.09.31.06.05
165154;1.B1.09.32.01.01
165155;1.B1.09.32.01.02
165157;1.B1.09.32.01.04
165158;1.B1.09.32.01.05
165160;1.B1.09.32.02.01
165161;1.B1.09.32.02.02
165163;1.B1.09.32.02.04
165164;1.B1.09.32.02.05
165166;1.B1.09.32.03.01
165167;1.B1.09.32.03.02
165169;1.B1.09.32.03.04
165170;1.B1.09.32.03.05
165172;1.B1.09.32.04.01
165173;1.B1.09.32.04.02
165175;1.B1.09.32.04.04
165176;1.B1.09.32.04.05
165178;1.B1.09.32.05.01
165179;1.B1.09.32.05.02
165181;1.B1.09.32.05.04
165182;1.B1.09.32.05.05
165184;1.B1.09.32.06.01
165185;1.B1.09.32.06.02
165187;1.B1.09.32.06.04
165188;1.B1.09.32.06.05
165191;1.B1.09.33.01.01
165192;1.B1.09.33.01.02
165194;1.B1.09.33.01.04
165195;1.B1.09.33.01.05
165197;1.B1.09.33.02.01
165198;1.B1.09.33.02.02
165200;1.B1.09.33.02.04
165201;1.B1.09.33.02.05
165203;1.B1.09.33.03.01
165204;1.B1.09.33.03.02
165206;1.B1.09.33.03.04
165207;1.B1.09.33.03.05
165209;1.B1.09.33.04.01
165210;1.B1.09.33.04.02
165212;1.B1.09.33.04.04
165213;1.B1.09.33.04.05
165215;1.B1.09.33.05.01
165216;1.B1.09.33.05.02
165218;1.B1.09.33.05.04
165219;1.B1.09.33.05.05
165221;1.B1.09.33.06.01
165222;1.B1.09.33.06.02
165224;1.B1.09.33.06.04
165225;1.B1.09.33.06.05
165228;1.B1.09.34.01.01
165229;1.B1.09.34.01.02
165231;1.B1.09.34.01.04
165232;1.B1.09.34.01.05
165234;1.B1.09.34.02.01
165235;1.B1.09.34.02.02
165237;1.B1.09.34.02.04
165238;1.B1.09.34.02.05
165240;1.B1.09.34.03.01
165241;1.B1.09.34.03.02
165243;1.B1.09.34.03.04
165244;1.B1.09.34.03.05
165246;1.B1.09.34.04.01
165247;1.B1.09.34.04.02
165249;1.B1.09.34.04.04
165250;1.B1.09.34.04.05
165252;1.B1.09.34.05.01
165253;1.B1.09.34.05.02
165255;1.B1.09.34.05.04
165256;1.B1.09.34.05.05
165258;1.B1.09.34.06.01
165259;1.B1.09.34.06.02
165261;1.B1.09.34.06.04
165262;1.B1.09.34.06.05
176599;1.B2.01.01.01.01
165267;2.B1.01.01.01.01
165268;2.B1.01.01.01.02
165270;2.B1.01.01.01.04
165271;2.B1.01.01.01.05
165273;2.B1.01.01.02.01
165274;2.B1.01.01.02.02
165276;2.B1.01.01.02.04
165277;2.B1.01.01.02.05
165279;2.B1.01.01.03.01
165280;2.B1.01.01.03.02
165282;2.B1.01.01.03.04
165283;2.B1.01.01.03.05
165285;2.B1.01.01.04.01
165286;2.B1.01.01.04.02
165288;2.B1.01.01.04.04
165289;2.B1.01.01.04.05
165291;2.B1.01.01.05.01
165292;2.B1.01.01.05.02
165294;2.B1.01.01.05.04
165295;2.B1.01.01.05.05
165297;2.B1.01.01.06.01
165298;2.B1.01.01.06.02
165300;2.B1.01.01.06.04
165301;2.B1.01.01.06.05
165304;2.B1.01.02.01.01
165305;2.B1.01.02.01.02
165307;2.B1.01.02.01.04
165308;2.B1.01.02.01.05
165310;2.B1.01.02.02.01
165311;2.B1.01.02.02.02
165313;2.B1.01.02.02.04
165314;2.B1.01.02.02.05
165316;2.B1.01.02.03.01
165317;2.B1.01.02.03.02
165319;2.B1.01.02.03.04
165320;2.B1.01.02.03.05
165322;2.B1.01.02.04.01
165323;2.B1.01.02.04.02
165325;2.B1.01.02.04.04
165326;2.B1.01.02.04.05
165328;2.B1.01.02.05.01
165329;2.B1.01.02.05.02
165331;2.B1.01.02.05.04
165332;2.B1.01.02.05.05
165334;2.B1.01.02.06.01
165335;2.B1.01.02.06.02
165337;2.B1.01.02.06.04
165338;2.B1.01.02.06.05
165341;2.B1.01.03.01.01
165342;2.B1.01.03.01.02
165344;2.B1.01.03.01.04
165345;2.B1.01.03.01.05
165347;2.B1.01.03.02.01
165348;2.B1.01.03.02.02
165350;2.B1.01.03.02.04
165351;2.B1.01.03.02.05
165353;2.B1.01.03.03.01
165354;2.B1.01.03.03.02
165356;2.B1.01.03.03.04
165357;2.B1.01.03.03.05
165359;2.B1.01.03.04.01
165360;2.B1.01.03.04.02
165362;2.B1.01.03.04.04
165363;2.B1.01.03.04.05
165365;2.B1.01.03.05.01
165366;2.B1.01.03.05.02
165368;2.B1.01.03.05.04
165369;2.B1.01.03.05.05
165371;2.B1.01.03.06.01
165372;2.B1.01.03.06.02
165374;2.B1.01.03.06.04
165375;2.B1.01.03.06.05
210061;2.C1.08.12.04.01
210062;2.C1.08.12.04.02
210064;2.C1.08.12.04.04
210065;2.C1.08.12.04.05
210067;2.C1.08.12.05.01
210068;2.C1.08.12.05.02
210070;2.C1.08.12.05.04
210071;2.C1.08.12.05.05
210073;2.C1.08.12.06.01
210074;2.C1.08.12.06.02
210076;2.C1.08.12.06.04
210077;2.C1.08.12.06.05
210080;2.C1.08.13.01.01
210081;2.C1.08.13.01.02
210083;2.C1.08.13.01.04
210084;2.C1.08.13.01.05
210086;2.C1.08.13.02.01
210087;2.C1.08.13.02.02
210089;2.C1.08.13.02.04
210090;2.C1.08.13.02.05
210092;2.C1.08.13.03.01
210093;2.C1.08.13.03.02
210095;2.C1.08.13.03.04
210096;2.C1.08.13.03.05
210098;2.C1.08.13.04.01
210099;2.C1.08.13.04.02
210101;2.C1.08.13.04.04
210102;2.C1.08.13.04.05
210104;2.C1.08.13.05.01
210105;2.C1.08.13.05.02
210107;2.C1.08.13.05.04
210108;2.C1.08.13.05.05
210110;2.C1.08.13.06.01
210111;2.C1.08.13.06.02
210113;2.C1.08.13.06.04
210114;2.C1.08.13.06.05
216837;1.C2.06.13.03.04
216838;1.C2.06.13.03.05
216840;1.C2.06.13.04.01
216841;1.C2.06.13.04.02
216843;1.C2.06.13.04.04
216844;1.C2.06.13.04.05
216846;1.C2.06.13.05.01
216847;1.C2.06.13.05.02
216849;1.C2.06.13.05.04
216850;1.C2.06.13.05.05
216852;1.C2.06.13.06.01
216853;1.C2.06.13.06.02
216855;1.C2.06.13.06.04
216856;1.C2.06.13.06.05
216859;1.C2.06.14.01.01
216860;1.C2.06.14.01.02
216862;1.C2.06.14.01.04
216863;1.C2.06.14.01.05
216865;1.C2.06.14.02.01
216866;1.C2.06.14.02.02
216868;1.C2.06.14.02.04
216869;1.C2.06.14.02.05
216871;1.C2.06.14.03.01
216872;1.C2.06.14.03.02
216874;1.C2.06.14.03.04
216875;1.C2.06.14.03.05
216877;1.C2.06.14.04.01
216878;1.C2.06.14.04.02
216880;1.C2.06.14.04.04
216881;1.C2.06.14.04.05
216883;1.C2.06.14.05.01
216884;1.C2.06.14.05.02
216886;1.C2.06.14.05.04
216887;1.C2.06.14.05.05
216889;1.C2.06.14.06.01
216890;1.C2.06.14.06.02
216892;1.C2.06.14.06.04
216893;1.C2.06.14.06.05
216896;1.C2.06.15.01.01
193328;2.B2.07.10.05.05
193330;2.B2.07.10.06.01
193331;2.B2.07.10.06.02
193333;2.B2.07.10.06.04
193334;2.B2.07.10.06.05
193337;2.B2.07.11.01.01
193338;2.B2.07.11.01.02
193340;2.B2.07.11.01.04
193341;2.B2.07.11.01.05
193343;2.B2.07.11.02.01
193344;2.B2.07.11.02.02
193346;2.B2.07.11.02.04
193347;2.B2.07.11.02.05
193349;2.B2.07.11.03.01
193350;2.B2.07.11.03.02
193352;2.B2.07.11.03.04
193353;2.B2.07.11.03.05
193355;2.B2.07.11.04.01
193356;2.B2.07.11.04.02
193358;2.B2.07.11.04.04
193359;2.B2.07.11.04.05
193361;2.B2.07.11.05.01
193362;2.B2.07.11.05.02
193364;2.B2.07.11.05.04
193365;2.B2.07.11.05.05
193367;2.B2.07.11.06.01
193368;2.B2.07.11.06.02
193370;2.B2.07.11.06.04
193371;2.B2.07.11.06.05
193374;2.B2.07.12.01.01
193375;2.B2.07.12.01.02
193377;2.B2.07.12.01.04
193378;2.B2.07.12.01.05
193380;2.B2.07.12.02.01
193381;2.B2.07.12.02.02
193383;2.B2.07.12.02.04
193384;2.B2.07.12.02.05
193386;2.B2.07.12.03.01
193387;2.B2.07.12.03.02
193389;2.B2.07.12.03.04
193390;2.B2.07.12.03.05
193392;2.B2.07.12.04.01
193393;2.B2.07.12.04.02
193395;2.B2.07.12.04.04
193396;2.B2.07.12.04.05
193398;2.B2.07.12.05.01
193399;2.B2.07.12.05.02
193401;2.B2.07.12.05.04
193402;2.B2.07.12.05.05
193404;2.B2.07.12.06.01
193405;2.B2.07.12.06.02
193407;2.B2.07.12.06.04
193408;2.B2.07.12.06.05
193411;2.B2.07.13.01.01
193412;2.B2.07.13.01.02
193414;2.B2.07.13.01.04
193415;2.B2.07.13.01.05
193417;2.B2.07.13.02.01
193418;2.B2.07.13.02.02
193420;2.B2.07.13.02.04
193421;2.B2.07.13.02.05
193423;2.B2.07.13.03.01
193424;2.B2.07.13.03.02
193426;2.B2.07.13.03.04
193427;2.B2.07.13.03.05
193429;2.B2.07.13.04.01
193430;2.B2.07.13.04.02
193432;2.B2.07.13.04.04
193433;2.B2.07.13.04.05
193435;2.B2.07.13.05.01
193436;2.B2.07.13.05.02
193438;2.B2.07.13.05.04
193439;2.B2.07.13.05.05
193441;2.B2.07.13.06.01
193442;2.B2.07.13.06.02
193444;2.B2.07.13.06.04
193445;2.B2.07.13.06.05
193448;2.B2.07.14.01.01
193449;2.B2.07.14.01.02
193451;2.B2.07.14.01.04
193452;2.B2.07.14.01.05
193454;2.B2.07.14.02.01
193455;2.B2.07.14.02.02
193457;2.B2.07.14.02.04
193458;2.B2.07.14.02.05
193460;2.B2.07.14.03.01
193461;2.B2.07.14.03.02
193463;2.B2.07.14.03.04
193464;2.B2.07.14.03.05
193466;2.B2.07.14.04.01
193467;2.B2.07.14.04.02
193469;2.B2.07.14.04.04
193470;2.B2.07.14.04.05
193472;2.B2.07.14.05.01
193473;2.B2.07.14.05.02
213646;1.C2.03.05.02.04
213647;1.C2.03.05.02.05
213649;1.C2.03.05.03.01
213650;1.C2.03.05.03.02
213652;1.C2.03.05.03.04
213653;1.C2.03.05.03.05
213655;1.C2.03.05.04.01
213656;1.C2.03.05.04.02
213658;1.C2.03.05.04.04
213659;1.C2.03.05.04.05
213661;1.C2.03.05.05.01
213662;1.C2.03.05.05.02
213664;1.C2.03.05.05.04
213665;1.C2.03.05.05.05
213667;1.C2.03.05.06.01
213668;1.C2.03.05.06.02
213670;1.C2.03.05.06.04
213671;1.C2.03.05.06.05
213674;1.C2.03.06.01.01
213675;1.C2.03.06.01.02
213677;1.C2.03.06.01.04
213678;1.C2.03.06.01.05
213680;1.C2.03.06.02.01
213681;1.C2.03.06.02.02
213683;1.C2.03.06.02.04
213684;1.C2.03.06.02.05
213686;1.C2.03.06.03.01
213687;1.C2.03.06.03.02
213689;1.C2.03.06.03.04
213690;1.C2.03.06.03.05
213692;1.C2.03.06.04.01
213693;1.C2.03.06.04.02
213695;1.C2.03.06.04.04
213696;1.C2.03.06.04.05
213698;1.C2.03.06.05.01
213699;1.C2.03.06.05.02
205188;2.C1.03.10.06.05
205191;2.C1.03.11.01.01
205192;2.C1.03.11.01.02
205194;2.C1.03.11.01.04
205195;2.C1.03.11.01.05
205197;2.C1.03.11.02.01
205198;2.C1.03.11.02.02
205200;2.C1.03.11.02.04
205201;2.C1.03.11.02.05
205203;2.C1.03.11.03.01
205204;2.C1.03.11.03.02
205206;2.C1.03.11.03.04
205207;2.C1.03.11.03.05
205209;2.C1.03.11.04.01
205210;2.C1.03.11.04.02
205212;2.C1.03.11.04.04
205213;2.C1.03.11.04.05
205215;2.C1.03.11.05.01
205216;2.C1.03.11.05.02
205218;2.C1.03.11.05.04
205219;2.C1.03.11.05.05
205221;2.C1.03.11.06.01
205222;2.C1.03.11.06.02
205224;2.C1.03.11.06.04
205225;2.C1.03.11.06.05
205228;2.C1.03.12.01.01
205229;2.C1.03.12.01.02
205231;2.C1.03.12.01.04
205232;2.C1.03.12.01.05
205234;2.C1.03.12.02.01
205235;2.C1.03.12.02.02
205237;2.C1.03.12.02.04
205238;2.C1.03.12.02.05
205240;2.C1.03.12.03.01
205241;2.C1.03.12.03.02
205243;2.C1.03.12.03.04
205244;2.C1.03.12.03.05
205246;2.C1.03.12.04.01
205247;2.C1.03.12.04.02
205249;2.C1.03.12.04.04
205250;2.C1.03.12.04.05
205252;2.C1.03.12.05.01
205253;2.C1.03.12.05.02
205255;2.C1.03.12.05.04
205256;2.C1.03.12.05.05
205258;2.C1.03.12.06.01
205259;2.C1.03.12.06.02
205261;2.C1.03.12.06.04
205262;2.C1.03.12.06.05
205265;2.C1.03.13.01.01
205266;2.C1.03.13.01.02
205268;2.C1.03.13.01.04
205269;2.C1.03.13.01.05
205271;2.C1.03.13.02.01
205272;2.C1.03.13.02.02
205274;2.C1.03.13.02.04
205275;2.C1.03.13.02.05
205277;2.C1.03.13.03.01
205278;2.C1.03.13.03.02
205280;2.C1.03.13.03.04
205281;2.C1.03.13.03.05
205283;2.C1.03.13.04.01
205284;2.C1.03.13.04.02
205286;2.C1.03.13.04.04
205287;2.C1.03.13.04.05
205289;2.C1.03.13.05.01
205290;2.C1.03.13.05.02
205292;2.C1.03.13.05.04
205293;2.C1.03.13.05.05
205295;2.C1.03.13.06.01
205296;2.C1.03.13.06.02
205298;2.C1.03.13.06.04
205299;2.C1.03.13.06.05
205302;2.C1.03.14.01.01
205303;2.C1.03.14.01.02
205305;2.C1.03.14.01.04
205306;2.C1.03.14.01.05
205308;2.C1.03.14.02.01
205309;2.C1.03.14.02.02
205311;2.C1.03.14.02.04
205312;2.C1.03.14.02.05
205314;2.C1.03.14.03.01
205315;2.C1.03.14.03.02
205317;2.C1.03.14.03.04
205318;2.C1.03.14.03.05
205320;2.C1.03.14.04.01
205321;2.C1.03.14.04.02
205323;2.C1.03.14.04.04
205324;2.C1.03.14.04.05
205326;2.C1.03.14.05.01
205327;2.C1.03.14.05.02
205329;2.C1.03.14.05.04
205330;2.C1.03.14.05.05
205332;2.C1.03.14.06.01
205333;2.C1.03.14.06.02
181122;1.B2.04.21.02.01
181123;1.B2.04.21.02.02
181125;1.B2.04.21.02.04
181126;1.B2.04.21.02.05
181128;1.B2.04.21.03.01
181129;1.B2.04.21.03.02
181131;1.B2.04.21.03.04
181132;1.B2.04.21.03.05
181134;1.B2.04.21.04.01
181135;1.B2.04.21.04.02
181137;1.B2.04.21.04.04
181138;1.B2.04.21.04.05
181140;1.B2.04.21.05.01
181141;1.B2.04.21.05.02
181143;1.B2.04.21.05.04
181144;1.B2.04.21.05.05
181146;1.B2.04.21.06.01
181147;1.B2.04.21.06.02
181149;1.B2.04.21.06.04
181150;1.B2.04.21.06.05
181153;1.B2.04.22.01.01
181154;1.B2.04.22.01.02
181156;1.B2.04.22.01.04
181157;1.B2.04.22.01.05
181159;1.B2.04.22.02.01
181160;1.B2.04.22.02.02
181162;1.B2.04.22.02.04
181163;1.B2.04.22.02.05
181165;1.B2.04.22.03.01
181166;1.B2.04.22.03.02
181168;1.B2.04.22.03.04
181169;1.B2.04.22.03.05
181171;1.B2.04.22.04.01
181172;1.B2.04.22.04.02
181174;1.B2.04.22.04.04
181175;1.B2.04.22.04.05
181177;1.B2.04.22.05.01
181178;1.B2.04.22.05.02
181180;1.B2.04.22.05.04
181181;1.B2.04.22.05.05
181183;1.B2.04.22.06.01
181184;1.B2.04.22.06.02
181186;1.B2.04.22.06.04
181187;1.B2.04.22.06.05
181190;1.B2.04.23.01.01
181191;1.B2.04.23.01.02
181193;1.B2.04.23.01.04
181194;1.B2.04.23.01.05
181196;1.B2.04.23.02.01
181197;1.B2.04.23.02.02
181199;1.B2.04.23.02.04
181200;1.B2.04.23.02.05
181202;1.B2.04.23.03.01
181203;1.B2.04.23.03.02
181205;1.B2.04.23.03.04
181206;1.B2.04.23.03.05
181208;1.B2.04.23.04.01
181209;1.B2.04.23.04.02
181211;1.B2.04.23.04.04
181212;1.B2.04.23.04.05
181214;1.B2.04.23.05.01
181215;1.B2.04.23.05.02
181217;1.B2.04.23.05.04
181218;1.B2.04.23.05.05
181220;1.B2.04.23.06.01
181221;1.B2.04.23.06.02
181223;1.B2.04.23.06.04
181224;1.B2.04.23.06.05
181227;1.B2.04.24.01.01
181228;1.B2.04.24.01.02
181230;1.B2.04.24.01.04
181231;1.B2.04.24.01.05
181233;1.B2.04.24.02.01
181234;1.B2.04.24.02.02
181236;1.B2.04.24.02.04
181237;1.B2.04.24.02.05
181239;1.B2.04.24.03.01
181240;1.B2.04.24.03.02
181242;1.B2.04.24.03.04
181243;1.B2.04.24.03.05
181245;1.B2.04.24.04.01
181246;1.B2.04.24.04.02
181248;1.B2.04.24.04.04
181249;1.B2.04.24.04.05
181251;1.B2.04.24.05.01
181252;1.B2.04.24.05.02
181254;1.B2.04.24.05.04
181255;1.B2.04.24.05.05
181257;1.B2.04.24.06.01
181258;1.B2.04.24.06.02
181260;1.B2.04.24.06.04
181261;1.B2.04.24.06.05
181264;1.B2.04.25.01.01
181265;1.B2.04.25.01.02
181267;1.B2.04.25.01.04
181268;1.B2.04.25.01.05
181270;1.B2.04.25.02.01
181271;1.B2.04.25.02.02
181273;1.B2.04.25.02.04
181274;1.B2.04.25.02.05
181276;1.B2.04.25.03.01
181277;1.B2.04.25.03.02
181279;1.B2.04.25.03.04
181280;1.B2.04.25.03.05
181282;1.B2.04.25.04.01
181283;1.B2.04.25.04.02
181285;1.B2.04.25.04.04
181286;1.B2.04.25.04.05
181288;1.B2.04.25.05.01
181289;1.B2.04.25.05.02
181291;1.B2.04.25.05.04
181292;1.B2.04.25.05.05
181294;1.B2.04.25.06.01
181295;1.B2.04.25.06.02
181297;1.B2.04.25.06.04
181298;1.B2.04.25.06.05
181301;1.B2.04.26.01.01
181302;1.B2.04.26.01.02
181304;1.B2.04.26.01.04
181305;1.B2.04.26.01.05
181307;1.B2.04.26.02.01
181308;1.B2.04.26.02.02
181310;1.B2.04.26.02.04
181311;1.B2.04.26.02.05
181313;1.B2.04.26.03.01
181314;1.B2.04.26.03.02
181316;1.B2.04.26.03.04
181317;1.B2.04.26.03.05
181319;1.B2.04.26.04.01
181320;1.B2.04.26.04.02
181322;1.B2.04.26.04.04
181323;1.B2.04.26.04.05
181325;1.B2.04.26.05.01
181326;1.B2.04.26.05.02
181328;1.B2.04.26.05.04
181329;1.B2.04.26.05.05
181331;1.B2.04.26.06.01
181332;1.B2.04.26.06.02
